ViewAuditOccupationSkills List - Total Count: 4690

OccupationName,SkillsName
"Assistente Contábil","INFORMÁTICA"
"Assistente Contábil","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Contábil","DEMONSTRATIVOS CONTÁBEIS"
"Almoxarife","CAPACIDADE DE PRIORIZAÇÃO"
"Almoxarife","AGILIDADE/SOLICITUDE/INICIATIVA"
"Almoxarife","CONHECIMENTO DO NEGÓCIO"
"Almoxarife","INFORMÁTICA"
"Almoxarife","SISTEMA OPERACIONAL DA ÁREA"
"Almoxarife","INFORMÁTICA (WORD E EXCEL)"
"Almoxarife","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Motorista","CAPACIDADE DE REALIZAÇÃO"
"Motorista","AUTOCONTROLE"
"Motorista","AGILIDADE/SOLICITUDE"
"Motorista","CAPACIDADE DE PRIORIZAÇÃO"
"Motorista","AGILIDADE/SOLICITUDE/INICIATIVA"
"Motorista","CARTEIRA DE HABILITAÇÃO ESPECÍFICA PARA A ÁREA DE ATUAÇÃO"
"Motorista","CONHECIMENTO DO PERÍMETRO URBANO E ÁREA DE ABRANGÊNCIA DA UNIMED"
"Motorista","DIREÇÃO DEFENSIVA"
"Motorista","CONHECIMENTO BÁSICO DE MANUTENÇÃO E MECÂNICA DE VEÍCULO AUTOMOTOR"
"Assistente Saúde Ocupacional Jr","CAPACIDADE DE PRIORIZAÇÃO"
"Assistente Saúde Ocupacional Jr","INICIATIVA"
"Assistente Saúde Ocupacional Jr","INFORMÁTICA"
"Assistente Saúde Ocupacional Jr","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Saúde Ocupacional Jr","NORMAS E PROCEDIMENTOS DOS PROGRAMAS DA SAÚDE OCUPACIONAL"
"Atendente Televendas","COMUNICAÇÃO"
"Atendente Televendas","FOCO NO CLIENTE"
"Atendente Televendas","CONHECIMENTO DO NEGÓCIO"
"Atendente Televendas","CONHECIMENTO DO PROCESSO OPERACIONAL DA UNIMED"
"Atendente Televendas","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Atendente Televendas","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Atendente Televendas","SISTEMA OPERACIONAL DA ÁREA"
"Técnico Intercâmbio / Auditoria","CAPACIDADE DE PRIORIZAÇÃO"
"Técnico Intercâmbio / Auditoria","RESOLUÇÃO DE PROBLEMAS"
"Técnico Intercâmbio / Auditoria","CONHECIMENTO DO NEGÓCIO"
"Técnico Intercâmbio / Auditoria","LEGISLAÇÃO DE PLANOS MÉDICOS"
"Técnico Intercâmbio / Auditoria","NORMAS TÉCNICAS"
"Técnico Intercâmbio / Auditoria","MANUAL DE INTERCÂMBIO"
"Técnico Intercâmbio / Auditoria","CONTRATOS/PRODUTOS DA COOPERATIVA"
"Técnico Intercâmbio / Auditoria","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Assistente Atendimento","FOCO NO CLIENTE"
"Assistente Atendimento","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Atendimento","CONHECIMENTO DO NEGÓCIO"
"Assistente Atendimento","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Atendimento","TABELA CBHPM"
"Assistente Atendimento","MANUAL DE INTERCÂMBIO"
"Assistente Atendimento","CONTRATOS/PRODUTOS DA COOPERATIVA"
"Assistente Atendimento","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Assistente Atendimento","CONHECIMENTO BÁSICO DE EXAMES LABORATORIAIS"
"Assistente Atendimento","CONHECIMENTO BÁSICO DE EXAMES LABORATORIAIS"
"Técnico Atendimento e Auditoria II","CAPACIDADE DE PRIORIZAÇÃO"
"Técnico Atendimento e Auditoria II","RELACIONAMENTO INTERPESSOAL"
"Técnico Atendimento e Auditoria II","CONHECIMENTO DO NEGÓCIO"
"Técnico Atendimento e Auditoria II","LEGISLAÇÃO DE PLANOS MÉDICOS"
"Técnico Atendimento e Auditoria II","TABELA CBHPM"
"Técnico Atendimento e Auditoria II","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Técnico Atendimento e Auditoria II","CONHECIMENTOS DAS NORMAS DE INTERCÂMBIO"
"Técnico Atendimento e Auditoria II","CONHECIMENTO DOS PLANOS DE SAÚDE (ANTIGOS E NOVOS)"
"Assistente Suprimentos","CAPACIDADE DE PRIORIZAÇÃO"
"Assistente Suprimentos","CONCENTRAÇÃO"
"Assistente Suprimentos","CONHECIMENTO DO NEGÓCIO"
"Assistente Suprimentos","INFORMÁTICA"
"Assistente Suprimentos","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Suprimentos","MATEMÁTICA FINANCEIRA"
"Assistente Suprimentos","TÉCNICAS DE NEGOCIAÇÃO"
"Assistente Suprimentos","CONHECIMENTO DA ÁREA DE SERVIÇOS"
"Técnico Contas Jr","CONCENTRAÇÃO"
"Técnico Contas Jr","AGILIDADE/SOLICITUDE/INICIATIVA"
"Técnico Contas Jr","CONHECIMENTO DO NEGÓCIO"
"Técnico Contas Jr","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Técnico Contas Jr","SISTEMA OPERACIONAL DA ÁREA"
"Técnico Contas Jr","ROTINAS OPERACIONAIS DOS PRESTADORES DE SERVIÇOS"
"Assistente Administrativo - Serviços Próprios","RELACIONAMENTO INTERPESSOAL"
"Assistente Administrativo - Serviços Próprios","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Administrativo - Serviços Próprios","CONHECIMENTO DO NEGÓCIO"
"Assistente Administrativo - Serviços Próprios","INFORMÁTICA"
"Assistente Administrativo - Serviços Próprios","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Assistente Administrativo - Serviços Próprios","FATURAMENTO HOSPITALAR"
"Motorista Saúde Ocupacional","TOMADA DE DECISÃO/AUTONOMIA"
"Motorista Saúde Ocupacional","COOPERAÇÃO"
"Motorista Saúde Ocupacional","SISTEMA OPERACIONAL DA ÁREA"
"Motorista Saúde Ocupacional","CONHECIMENTO DO PERÍMETRO URBANO E ÁREA DE ABRANGÊNCIA DA UNIMED"
"Motorista Saúde Ocupacional","DIREÇÃO DEFENSIVA"
"Motorista Saúde Ocupacional","CARTEIRA DE HABILITAÇÃO ESPECÍFICA PARA ÁREA DE ATUAÇÃO"
"Motorista Saúde Ocupacional","CÓDIGO DE ÉTICA COREN"
"Motorista Saúde Ocupacional","TÉCNICAS E PROCEDIMENTOS DE ENFERMAGEM"
"Assistente Pessoal","COMUNICAÇÃO"
"Assistente Pessoal","RELACIONAMENTO INTERPESSOAL"
"Assistente Pessoal","CONHECIMENTO DO NEGÓCIO"
"Assistente Pessoal","ESTATUTO DA UNIMED"
"Assistente Pessoal","ESTRUTURA E FUNCIONAMENTO DA UNIMED"
"Técnico Manutenção Pl","AGILIDADE/SOLICITUDE/INICIATIVA"
"Técnico Manutenção Pl","RESOLUÇÃO DE PROBLEMAS"
"Técnico Manutenção Pl","CONHECIMENTO NA ÁREA DE MANUTENÇÃO EM GERAL"
"Técnico Manutenção Pl","TERMOS TÉCNICOS E MATERIAIS UTILIZADOS NA CONSTRUÇÃO CIVIL E MANUTENÇÃO"
"Atendente SAC Presencial","COMUNICAÇÃO"
"Atendente SAC Presencial","FOCO NO CLIENTE"
"Atendente SAC Presencial","CONHECIMENTO DO NEGÓCIO"
"Atendente SAC Presencial","SISTEMA OPERACIONAL DA ÁREA"
"Atendente SAC Presencial","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Atendente SAC Presencial","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Atendente SAC Voz","COMUNICAÇÃO"
"Atendente SAC Voz","FOCO NO CLIENTE"
"Atendente SAC Voz","CONHECIMENTO DO NEGÓCIO"
"Atendente SAC Voz","SISTEMA OPERACIONAL DA ÁREA"
"Atendente SAC Voz","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Atendente SAC Voz","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Atendente SAC Voz","TABELA DE PROCEDIMENTOS MÉDICOS"
"Assistente Medicina Preventiva","RELACIONAMENTO INTERPESSOAL"
"Assistente Medicina Preventiva","CAPACIDADE DE PRIORIZAÇÃO"
"Assistente Medicina Preventiva","CONHECIMENTO DO NEGÓCIO"
"Assistente Medicina Preventiva","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Medicina Preventiva","PORTUGUÊS E REDAÇÃO COMERCIAL"
"Assistente Medicina Preventiva","ESTRUTURA E FUNCIONAMENTO DA UNIMED"
"Assistente Administrativo - Back Office","CAPACIDADE ANALÍTICA"
"Assistente Administrativo - Back Office","RELACIONAMENTO INTERPESSOAL"
"Assistente Administrativo - Back Office","CONHECIMENTO DO NEGÓCIO"
"Assistente Administrativo - Back Office","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Assistente Administrativo - Back Office","NORMAS E REGULAMENTOS DA ÁREA DE VENDAS"
"Assistente Administrativo - Back Office","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Assistente Administrativo - Back Office","TABELA DE PROCEDIMENTOS MÉDICOS"
"Assistente Administrativo - Back Office","ESTRUTURA E FUNCIONAMENTO DAS DIFERENTES ÁREAS"
"Assistente Administrativo - Back Office","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Assistente Administrativo - Back Office","DOMÍNIO DAS NORMAS E REGULAMENTOS DA ÁREA COMERCIAL"
"Assistente Diretoria Técnica","NEGOCIAÇÃO"
"Assistente Diretoria Técnica","RELACIONAMENTO INTERPESSOAL"
"Assistente Diretoria Técnica","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Assistente Diretoria Técnica","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Diretoria Técnica","NORMAS TÉCNICAS"
"Assistente Diretoria Técnica","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Técnico Manutenção Jr","AGILIDADE/SOLICITUDE/INICIATIVA"
"Técnico Manutenção Jr","CAPACIDADE DE REALIZAÇÃO"
"Técnico Manutenção Jr","PNEUMÁTICA"
"Técnico Manutenção Jr","MECÂNICA"
"Técnico Manutenção Jr","AR COMPRIMIDO E HIDRÁULICA"
"Técnico Manutenção Jr","ELÉTRICA/ELETRÔNICA"
"Técnico Manutenção Jr","OPERAÇÃO E PROGRAMAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE CONTROLE"
"Operador Caldeira","PROATIVIDADE"
"Operador Caldeira","RESOLUÇÃO DE PROBLEMAS"
"Operador Caldeira","NORMAS DE SEGURANÇA"
"Operador Caldeira","CONHECIMENTO DO EQUIPAMENTO"
"Técnico Atendimento I  / Auditoria","CAPACIDADE DE PRIORIZAÇÃO"
"Técnico Atendimento I  / Auditoria","COMPETÊNCIA INTERPESSOAL"
"Técnico Atendimento I  / Auditoria","CONHECIMENTO DO NEGÓCIO"
"Técnico Atendimento I  / Auditoria","CONHECIMENTOS DAS NORMAS DE INTERCÂMBIO"
"Técnico Atendimento I  / Auditoria","CONHECIMENTO DOS PLANOS DE SAÚDE (ANTIGOS E NOVOS)"
"Técnico Atendimento I  / Auditoria","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Técnico Atendimento I  / Auditoria","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Técnico Atendimento I  / Auditoria","TABELA CBHPM"
"Assistente Materiais Especiais","CAPACIDADE DE PRIORIZAÇÃO"
"Assistente Materiais Especiais","CONHECIMENTO DO NEGÓCIO"
"Assistente Materiais Especiais","NOÇÕES DE TÉCNICAS DE CONTROLE DE INFECÇÃO HOSPITALAR"
"Assistente Materiais Especiais","MATERIAIS ESPECIAIS UTILIZADOS NO HOSPITAL (ÓRTESES, PRÓTESES, SÍNTESES, ETC.)"
"Técnico Eletrônica Pl","AGILIDADE/SOLICITUDE/INICIATIVA"
"Técnico Eletrônica Pl","RESOLUÇÃO DE PROBLEMAS"
"Técnico Eletrônica Pl","EQUIPAMENTOS MÉDICO-HOSPITALARES"
"Técnico Eletrônica Pl","NORMAS TÉCNICAS DE QUALIDADE"
"Técnico Eletrônica Pl","ELETRICIDADE E CÁLCULO APLICADO"
"Técnico Eletrônica Pl","NOÇÕES DE MECÂNICA"
"Técnico Eletrônica Pl","ELETRÔNICA ANALÓGICA, DE POTÊNCIA E DIGITAL E ANÁLISE DE CIRCUITOS"
"Técnico Eletrônica Pl","ELETRÔNICA ANALÓGICA, DE POTÊNCIA E DIGITAL E ANÁLISE DE CIRCUITOS"
"Técnico Eletrônica Pl","NOÇÕES PNEUMÁTICA "
"Assistente Saúde Ocupacional Pl","RESOLUÇÃO DE PROBLEMAS"
"Assistente Saúde Ocupacional Pl","FIRMEZA / EXATIDÃO / ASSERTIVIDADE"
"Assistente Saúde Ocupacional Pl","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Saúde Ocupacional Pl","NORMAS E PROCEDIMENTOS DOS PROGRAMAS DA SAÚDE OCUPACIONAL"
"Assistente Saúde Ocupacional Pl","INFORMÁTICA"
"Assistente Administrativo - Jurídico","CAPACIDADE DE PRIORIZAÇÃO"
"Assistente Administrativo - Jurídico","INICIATIVA"
"Assistente Administrativo - Jurídico","CONHECIMENTO DO NEGÓCIO"
"Assistente Administrativo - Jurídico","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Assistente Administrativo - Jurídico","CONHECIMENTO PROFUNDO DOS PLANOS DE SAÚDE UNIMED (ANTIGOS E NOVOS)"
"Assistente Administrativo - Jurídico","LEGISLAÇÃO"
"Técnico Contas Pl","CONCENTRAÇÃO"
"Técnico Contas Pl","AGILIDADE/SOLICITUDE/INICIATIVA"
"Técnico Contas Pl","CONHECIMENTO DO NEGÓCIO"
"Técnico Contas Pl","TABELAS DE REFERÊNCIA PARA PAGAMENTO DE HONORÁRIO MÉDICO (AMB, BRASÍNDICE, TUSS, CBHPM, TNUMM)"
"Técnico Contas Pl","SISTEMA OPERACIONAL DA ÁREA"
"Técnico Contas Pl","ROTINAS OPERACIONAIS DOS PRESTADORES DE SERVIÇOS"
"Técnico Contas Pl","MEDICAMENTOS E SUAS APLICAÇÕES"
"Técnico Contas Pl","EQUIPAMENTOS E MATERIAIS MÉDICOS E HOSPITALARES"
"Assistente Agendamento","COMUNICAÇÃO"
"Assistente Agendamento","CONCENTRAÇÃO"
"Assistente Agendamento","CONHECIMENTO DO NEGÓCIO"
"Assistente Agendamento","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Agendamento","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Enfermeiro SAC Voz","COMUNICAÇÃO"
"Enfermeiro SAC Voz","AGILIDADE/SOLICITUDE/INICIATIVA"
"Enfermeiro SAC Voz","CONHECIMENTO DO NEGÓCIO"
"Enfermeiro SAC Voz","SISTEMAS OPERACIONAIS DA ÁREA"
"Enfermeiro SAC Voz","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Atendente Farmácia Comercial I","FOCO NO CLIENTE"
"Atendente Farmácia Comercial I","RELACIONAMENTO INTERPESSOAL"
"Atendente Farmácia Comercial I","CONHECIMENTO DO NEGÓCIO"
"Atendente Farmácia Comercial I","MEDICAMENTOS E SUAS APLICAÇÕES"
"Atendente Farmácia Comercial I","SISTEMA OPERACIONAL DA ÁREA"
"Atendente Farmácia Comercial I","AVIAMENTO DE RECEITAS"
"Assistente Financeiro","AGILIDADE/SOLICITUDE"
"Assistente Financeiro","CONCENTRAÇÃO"
"Assistente Financeiro","CONHECIMENTO DO NEGÓCIO"
"Assistente Financeiro","NEGOCIAÇÃO"
"Assistente Financeiro","CONHECIMENTO LANÇAMENTOS CONTÁBEIS"
"Assistente Financeiro","NOÇÕES DE CONTABILIDADE"
"Assistente Financeiro","CÁLCULOS BÁSICOS"
"Assistente Financeiro","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Assistente Financeiro","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Financeiro","CONHECIMENTO DOS PLANOS DE SAÚDE (ANTIGOS E NOVOS)"
"Assistente Atendimento Vendas Personal","FOCO NO CLIENTE"
"Assistente Atendimento Vendas Personal","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Atendimento Vendas Personal","CONHECIMENTO DO NEGÓCIO"
"Assistente Atendimento Vendas Personal","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Assistente Atendimento Vendas Personal","SISTEMAS OPERACIONAIS DA ÁREA"
"Assistente Atendimento Vendas Personal","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Assistente Atendimento Vendas Personal","NORMAS E PROCEDIMENTOS DO SERVIÇO"
"Assistente Gestão de Serviços","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Gestão de Serviços","CAPACIDADE DE REALIZAÇÃO"
"Assistente Gestão de Serviços","CONHECIMENTO DO NEGÓCIO"
"Assistente Gestão de Serviços","INFORMÁTICA"
"Assistente Gestão de Serviços","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Gestão de Serviços","MATEMÁTICA FINANCEIRA"
"Assistente Gestão de Serviços","TÉCNICAS DE NEGOCIAÇÃO"
"Assistente Gestão de Serviços","CONHECIMENTO DA ÁREA DE SERVIÇOS"
"Assistente Faturamento","COMUNICAÇÃO"
"Assistente Faturamento","RESPONSABILIDADE"
"Assistente Faturamento","CONHECIMENTO DO NEGÓCIO"
"Assistente Faturamento","SISTEMA OPERACIONAL DA ÁREA"
"Almoxarife Órteses, Próteses e Materiais Especiais","CAPACIDADE DE PRIORIZAÇÃO"
"Almoxarife Órteses, Próteses e Materiais Especiais","AGILIDADE/SOLICITUDE/INICIATIVA"
"Almoxarife Órteses, Próteses e Materiais Especiais","CONHECIMENTO DO NEGÓCIO"
"Almoxarife Órteses, Próteses e Materiais Especiais","INFORMÁTICA"
"Almoxarife Órteses, Próteses e Materiais Especiais","SISTEMA OPERACIONAL DA ÁREA"
"Almoxarife Órteses, Próteses e Materiais Especiais","CONHECIMENTO DE TÉCNICAS DE ARQUIVAMENTO"
"Assistente Manutenção Predial","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Manutenção Predial","CAPACIDADE DE REALIZAÇÃO"
"Assistente Manutenção Predial","INSTALAÇÕES EM GERAL (ELÉTRICA, HIDROSANITÁRIA, AR CONDICIONADO)"
"Assistente Manutenção Predial","CONSERTO DE MÓVEIS HOSPITALARES E DE ESCRITÓRIO"
"Assistente Manutenção Predial","MANUTENÇÃO HOSPITALAR"
"Atendente Farmácia Comercial II","RELACIONAMENTO INTERPESSOAL"
"Atendente Farmácia Comercial II","FOCO NO CLIENTE"
"Atendente Farmácia Comercial II","CONHECIMENTO DO NEGÓCIO"
"Atendente Farmácia Comercial II","MEDICAMENTOS E SUAS APLICAÇÕES"
"Atendente Farmácia Comercial II","SISTEMA OPERACIONAL DA ÁREA"
"Atendente Farmácia Comercial II","AVIAMENTO DE RECEITAS"
"Assistente Fiscal","AGILIDADE/SOLICITUDE"
"Assistente Fiscal","CONCENTRAÇÃO"
"Assistente Fiscal","CONHECIMENTO DO NEGÓCIO"
"Assistente Fiscal","INFORMÁTICA MÉDIA (WORD, EXCEL, INTERNET)"
"Assistente Fiscal","CONHECIMENTO DE IMPOSTOS FISCAIS"
"Assistente Fiscal","FUNCIONAMENTO OPERACIONAL DA COOPERATIVA"
"Assistente Fiscal","CONTABILIDADE"
"Assistente Fiscal","SISTEMAS OPERACIONAIS DA ÁREA"
"Analista Back Office Comercial Jr","CAPACIDADE ANALÍTICA"
"Analista Back Office Comercial Jr","AGILIDADE/SOLICITUDE/INICIATIVA"
"Analista Back Office Comercial Jr","CONHECIMENTO DO NEGÓCIO"
"Analista Back Office Comercial Jr","SISTEMAS OPERACIONAIS DA ÁREA"
"Analista Back Office Comercial Jr","COBERTURAS CONTRATUAIS DOS PLANOS UNIMED E DEMAIS PLANOS ATENDIDOS"
"Analista Back Office Comercial Jr","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Analista Back Office Comercial Jr","NORMAS E REGULAMENTOS DA ÁREA DE VENDAS"
"Analista Back Office Comercial Jr","CONHECIMENTO DOS PROCESSOS DAS DIFERENTES ÁREAS"
"Consultor Relacionamento PME","NEGOCIAÇÃO"
"Consultor Relacionamento PME","RELACIONAMENTO INTERPESSOAL"
"Consultor Relacionamento PME","CONHECIMENTO DO NEGÓCIO"
"Consultor Relacionamento PME","SISTEMA OPERACIONAL DA ÁREA"
"Consultor Relacionamento PME","CONHECIMENTO DE MERCADO"
"Consultor Relacionamento PME","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Digitador Laudos CDI","AGILIDADE/SOLICITUDE"
"Digitador Laudos CDI","CONCENTRAÇÃO"
"Digitador Laudos CDI","INFORMÁTICA (WORD, EXCEL, POWERPOINT, INTERNET)"
"Digitador Laudos CDI","CONHECIMENTO DO NEGÓCIO"
"Digitador Laudos CDI","SISTEMAS OPERACIONAIS DA ÁREA"
"Digitador Laudos CDI","PORTUGUÊS E REDAÇÃO COMERCIAL"
"Assistente Atendimento Noturno","FOCO NO CLIENTE"
"Assistente Atendimento Noturno","AGILIDADE/SOLICITUDE/INICIATIVA"
"Assistente Atendimento Noturno","SISTEMA OPERACIONAL DA ÁREA"
"Assistente Atendimento Noturno","TABELA CBHPM"
"Assistente Atendimento Noturno","MANUAL DE INTERCÂMBIO"
"Assistente Atendimento Noturno","CONTRATOS/PRODUTOS DA COOPERATIVA"
"Assistente Atendimento Noturno","LEGISLAÇÃO DOS PLANOS DE SAÚDE"
"Encarregado Serviços Gerais","AGILIDADE/SOLICITUDE/INICIATIVA"
"Encarregado Serviços Gerais","RESOLUÇÃO DE PROBLEMAS"
"Auxiliar Geral","AGILIDADE/SOLICITUDE/INICIATIVA"
"Auxiliar Geral","CAPACIDADE DE REALIZAÇÃO"
"Auxiliar Geral","ZELAR PELO CORRETO USO DOS EQUIPAMENTOS E MATERIAIS UTILIZADOS"
"Auxiliar Fiscal","AGILIDADE/SOLICITUDE"
"Auxiliar Fiscal","CONCENTRAÇÃO"
"Auxiliar Fiscal","CONHECIMENTO DO NEGÓCIO"
"Auxiliar Fiscal","NOÇÕES DE CONTABILIDADE"
"Auxiliar Fiscal","CONHECIMENTO DE IMPOSTOS FISCAIS"
"Auxiliar Fiscal","FUNCIONAMENTO OPERACIONAL DO COMPRAS, CONTABILIDADE E FINANCEIRO"
"Auxiliar Fiscal","SISTEMA OPERACIONAL DA ÁREA"
"Jardineiro","AGILIDADE/SOLICITUDE"
"Jardineiro","PROATIVIDADE"
"Jardineiro","NORMAS DE SEGURANÇA"
"Jardineiro","CONHECIMENTO DA ÁREA DE SERVIÇOS"
"Jardineiro","ZELAR PELO CORRETO USO DOS EQUIPAMENTOS E MATERIAIS UTILIZADOS"
"Jardineiro","TÉCNICAS DE JARDINAGEM"
"Office Boy","CAPACIDADE DE REALIZAÇÃO"
"Office Boy","AGILIDADE/SOLICITUDE/INICIATIVA"
"Auxiliar Serviços Gerais","AGILIDADE/SOLICITUDE/INICIATIVA"
"Auxiliar Serviços Gerais","CAPACIDADE DE REALIZAÇÃO"
"Auxiliar Administrativo","CAPACIDADE DE REALIZAÇÃO"
"Auxiliar Administrativo","AGILIDADE/SOLICITUDE/INICIATIVA"
"Auxiliar Administrativo","CONHECIMENTO DO NEGÓCIO"
"Auxiliar Administrativo","INFORMÁTICA"
"Auxiliar Administrativo","PROCEDIMENTOS OPERACIONAIS DAS ÁREAS"
"Atendente Televendas II","COMUNICAÇÃO"
"Atendente Televendas II","FOCO NO CLIENTE"
"Atendente Televendas II","SISTEMA OPERACIONAL DA ÁREA"
"Atendente Televendas II","AVIAMENTO DE RECEITAS"
"Auxiliar Patrimônio","AGILIDADE/SOLICITUDE"
"Auxiliar Patrimônio","CONCENTRAÇÃO"
"Auxiliar Patrimônio","CONHECIMENTO DO NEGÓCIO"
"Auxiliar Patrimônio","NOÇÕES DE CONTABILIDADE"
"Auxiliar Patrimônio","CONHECIMENTO DE IMPOSTOS FISCAIS"
"Auxiliar Patrimônio","FUNCIONAMENTO OPERACIONAL DO COMPRAS, CONTABILIDADE E FINANCEIRO"
"Auxiliar Patrimônio","SISTEMA OPERACIONAL DA ÁREA"
"Cozinheiro","AGILIDADE/SOLICITUDE/INICIATIVA"
"Cozinheiro","FOCO NO CLIENTE"
"Cozinheiro","CONHECIMENTO DO NEGÓCIO"
"Cozinheiro","MANUSEIO DE EQUIPAMENTOS UTILIZADOS EM COZINHA INDUSTRIAL"
"Cozinheiro","TÉCNICAS DE COCÇÃO E PREPARO DE REFEIÇÕES"
"Cozinheiro","NOÇÕES DE TÉCNICAS DE CONTROLE DE INFECÇÃO HOSPITALAR"
"Técnico Enfermagem Medicina Preventiva","CAPACIDADE DE REALIZAÇÃO"
"Técnico Enfermagem Medicina Preventiva","RELACIONAMENTO INTERPESSOAL"
"Técnico Enfermagem Medicina Preventiva","CONHECIMENTO DO NEGÓCIO"
"Técnico Enfermagem Medicina Preventiva","INFORMÁTICA"
"Técnico Enfermagem Medicina Preventiva","UTILIZAÇÃO DE EQUIPAMENTOS MÉDICO/CIRÚRGICOS"
"Técnico Enfermagem Medicina Preventiva","NORMAS E ROTINAS DE CONTROLE E PREVENÇÃO DE INFECÇÃO DO SERVIÇO UNIMED"
"Técnico Enfermagem Medicina Preventiva","CÓDIGO DE ÉTICA COREN"
"Técnico Tomografia / Ressonância Magnética","AGILIDADE/SOLICITUDE"
"Técnico Tomografia / Ressonância Magnética","FOCO NO CLIENTE"
"Técnico Tomografia / Ressonância Magnética","CONHECIMENTO DO NEGÓCIO"
"Técnico Tomografia / Ressonância Magnética","NORMAS DE SEGURANÇA"
"Técnico Tomografia / Ressonância Magnética","EQUIPAMENTOS E MATERIAIS UTILIZADOS NO CDI"
"Técnico Tomografia / Ressonância Magnética","NORMAS E PROCEDIMENTOS DO SERVIÇO"
"Técnico Tomografia / Ressonância Magnética","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Técnico Radiologia","FOCO NO CLIENTE"
"Técnico Radiologia","AGILIDADE/SOLICITUDE"
"Técnico Radiologia","CONHECIMENTO DO NEGÓCIO"
"Técnico Radiologia","NORMAS DE SEGURANÇA"
"Técnico Radiologia","EQUIPAMENTOS E MATERIAIS UTILIZADOS NO CDI"
"Técnico Radiologia","NORMAS E PROCEDIMENTOS DO SERVIÇO"
"Técnico Radiologia","CÓDIGO DE ÉTICA DA PROFISSÃO"
"Operador Máquinas Lavanderia","CONCENTRAÇÃO"
"Operador Máquinas Lavanderia","RELACIONAMENTO INTERPESSOAL"
"Operador Máquinas Lavanderia","MATERIAIS E EQUIPAMENTOS UTILIZADOS NA ÁREA"
"Farmacêutico Comercial","COMUNICAÇÃO"
"Farmacêutico Comercial","EMPATIA"
"Farmacêutico Comercial","CONHECIMENTO DO NEGÓCIO"
"Farmacêutico Comercial","FARMACOLOGIA"
"Farmacêutico Comercial","GESTÃO DE CUSTOS"
"Farmacêutico Comercial","LEGISLAÇÃO E VIGÊNCIA DA ANS"
"Farmacêutico Comercial","FARMACOVIGILÂNCIA"
"Enfermeiro Auditor - Atenção Domiciliar","COMUNICAÇÃO"
"Enfermeiro Auditor - Atenção Domiciliar","NEGOCIAÇÃO"
